X,Y,id,elev
110970.0800611455,3205272.369232421,144,-5000.0
108634.0538626043,3207232.962649053,145,-5000.0
106464.88667824463,3209026.697051504,146,-5000.0
104087.14572615805,3210653.572439773,147,-5000.0
102335.12607725216,3212280.4478280437,148,-5000.0
100624.82118189165,3213740.464202131,149,-5000.0
98789.37202589496,3214991.9068084937,150,-5000.0
97120.78188407984,3216243.349414855,151,-5000.0
95535.62124935545,3217578.2215283075,152,-5000.0
93741.88684690416,3218704.5198740317,153,-5000.0
92031.58195154367,3219955.9624803937,154,-5000.0
89987.55902782008,3221290.834593845,155,-5000.0
128531.99130375027,3175988.612243564,156,0.0
127113.6896832074,3176989.766328654,157,0.0
125403.38478784688,3178157.7794279237,158,0.0
123234.21760348721,3179784.654816194,159,0.0
121357.05369394514,3181202.956436736,160,0.0
119271.31601667625,3182579.5433037337,161,0.0
116309.56851495437,3186125.29735509,162,0.0
113514.680027414,3189671.0514064487,163,0.0
112471.81118877951,3192924.8021829873,164,0.0
111262.08333596356,3196887.703769799,165,0.0
110073.2128599203,3200412.6004443825,166,0.0
108029.18993619678,3203499.49220674,167,0.0
102001.40804888947,3209360.415079868,168,0.0
103920.28671197688,3207785.6831335295,169,0.0
105880.88012860967,3206106.664303329,170,0.0
100729.10806575546,3210674.4298165473,171,0.0
99477.66545939412,3211863.3002925892,172,0.0
97934.21957821505,3212927.0265079974,173,0.0
96203.0573060819,3214178.4691143595,174,0.0
94826.47043908441,3215409.054343948,175,0.0
93470.7409488596,3216431.0658058096,176,0.0
91405.86064836336,3217953.654310215,177,0.0
88798.6885517772,3219684.8165823487,178,0.0
102783.55967786783,3206210.951187201,179,2000.0
104160.14654486465,3204000.069249296,180,2000.0
105766.16455636057,3201643.185673984,181,2000.0
107184.46617690247,3199077.728330944,182,2000.0
108540.19566712667,3194197.102166138,183,2000.0
111001.36612630328,3188565.610437515,184,2000.0
112669.9562681176,3186146.1547318846,185,2000.0
114797.40869893084,3183726.6990262526,186,2000.0
117550.58243292448,3181307.2433206225,187,2000.0
127436.97902317428,3174632.8827533643,188,2000.0
125726.67412781461,3175508.8925778177,189,2000.0
123682.65120409211,3177010.6237054504,190,2000.0
119761.46437082846,3179680.3679323527,191,2000.0
121659.48565714223,3178449.7827027654,192,2000.0
109437.06286835193,3191485.6431856896,193,2000.0
107977.04649426413,3196533.128364677,194,2000.0
124496.0888982266,3172901.720481232,195,4000.0
124058.08398600032,3173298.010639913,196,4000.0
118437.02094576335,3178053.4925440843,197,4000.0
120627.04550689465,3176207.6146997027,198,4000.0
115944.56442142824,3180222.6597284433,199,4000.0
109259.77516578465,3185541.2908054776,200,4000.0
110469.5030186,3184414.9924597517,201,4000.0
107466.04076333424,3187793.887496925,202,4000.0
106298.0276640642,3189399.9055084223,203,4000.0
105547.16210024775,3190693.0628683274,204,4000.0
104316.5768706597,3194071.9579055025,205,4000.0
103878.57195843341,3196199.410336317,206,4000.0
103544.85393007059,3197659.426710403,207,4000.0
133715.04943176333,3183528.5539468927,208,-10000.0
132380.1773183112,3184404.5637713457,209,-10000.0
130993.16176292738,3185249.287530639,210,-10000.0
129658.2896494753,3186500.7301370013,211,-10000.0
128365.13228956853,3187919.0317575433,212,-10000.0
127030.26017611644,3189796.195667086,213,-10000.0
126029.10609102737,3191965.362851446,214,-10000.0
124652.51922402985,3194426.533310623,215,-10000.0
123317.64711057776,3196637.415248528,216,-10000.0
122191.34876485252,3198973.44144707,217,-10000.0
120981.62091203657,3201518.041413337,218,-10000.0
118311.8766851323,3203562.064337061,219,-10000.0
115642.13245822812,3205272.3692324227,220,-10000.0
113535.53740418653,3206669.8134761923,221,-10000.0
111679.23087141715,3208108.972473508,222,-10000.0
109551.77844060287,3209965.2790062767,223,-10000.0
107445.18338656126,3211070.7199752294,224,-10000.0
105860.02275183685,3212426.4494654546,225,-10000.0
104462.57850806671,3213698.749448588,226,-10000.0
103211.13590170535,3214741.6182872225,227,-10000.0
102126.55230952549,3215555.0559813567,228,-10000.0
100895.96707993683,3216410.208429038,229,-10000.0
99561.09496648474,3217599.0789050804,230,-10000.0
98059.36383885107,3218767.092004352,231,-10000.0
96745.34910217166,3219643.1018288042,232,-10000.0
95368.76223517416,3220957.1165654836,233,-10000.0
93554.17045595021,3222250.273925391,234,-10000.0
91906.43769090777,3223668.5755459336,235,-10000.0
